sentiment,review_body,product_category
0,I am on the fence about this top. i like the color but i'm not sure what to make of the style. the top part of it  around the chest and straps is lovely and flattering  but the bottom flairs out way more than i like. the back is longer than the front and it's almost a pregnancy top in how much it flairs. it's also quite thin and flimsy material given how expensive it is  even with the tag sale. the color  pattern and the chest part of the top is nice enough that i may keep this one  but  as i sa,Blouses
0,This shirt is really pretty but the sleeves are so small. i normally wear between a 4 to a 6 or a size medium and i could not get this shirt on. i wish it fit but a size large would have been way to long and loose.,Blouses
0,I love the cut and aesthetic of this shirt  but the fabric unfortunately shows even the slightest hint of sweat  which makes it difficult to wear without being self conscious,Blouses
1,Just a wonderful shirt -- fabric is so soft  it feels like pajamas  and the blue is just perfect. there's a different blue plaid as a lining  and i almost wish it was reversible. they're both great patterns! wonderful for fall...,Blouses
1,I got the green motif color which is really multi color: blue  orange  purple  yellow  green and brown. the fabric is gauzy and sheer  nice and breezy for summer. there is a subtle stitching detail at the shoulders. i ordered my usual size  medium  and it fits well in the shoulders and arm holes  but it is extremely billowy in the body. i had to take it in a couple inches on each side to make it a little less full. it's still has some swing  but not quite as much as before.,Blouses
1,I bought this blouse on sale in a medium because it was the last one left in the store. i usually wear a large  but surprisingly it fit. i'm a woman of color  and the off white and lace looks great with my complexion. i got many compliments on the blouse as i made my way to the register to check out. i can't wait to wear it this spring. i'll have to be careful when wearing this blouse because one good snag with a fingernail  or necklace and the lace will be torn. other than that  i'm very happy,Blouses
1,I wore this top recently and received several compliments. it's a great top with the off the shoulder trend  plus you can wear a normal bra underneath! runs large so i recommend one size down.,Blouses
1,"This top is my fun splurge for the summer. it's a little flowy but not over the top. and the quality is great.     i'm 5""7  120lb with really broad swimmer shoulders. i preferred the xs because it was a little bit less flowy on the sides than the s. but the length on the xs is dramatically shorter than s  so i went with the s.",Blouses
1,I love how feminine and interesting this top is. what i especially like is that you can layer different colored camis underneath to get a completely different look. the weight of the material makes it appropriate for all seasons. it is very well made and is something you can wear to work and also wear if you are going out afterward.,Blouses
1,Nice modern print  vibrant colors  and not sheer (no need to add an extra layer which is nice for those of us who run hot!),Blouses
1,This top is so cute! it does run big. i am usually a small/med in most tops and i fit a xsmall. i am short waist with a 38c bust. it looks great with white jeans  boyfriend jeans or just shorts. dress it up or down! love it!,Blouses
1,I really liked this top. i wish it was not so sheer. even with a nude bra  its just too much. it's a very loose fit throughout the body  but the shoulders  arms  and neckline remain true to size so it looks nicely tailored on the top. i just can't do something this sheer. i feel too exposed. i wish they had it offered in other colors.,Blouses
-1,This dress is beautiful and unique - the cutouts and lace really stand out. however  the dress was huge on me and that is rare with moulinette souers. i usually get a 0 or 0p in this brand due to the bust sizing being generally smaller but the 0 regular was huge and the armholes really big. the petite may have been better but felt that it would have been too short. while the design is beautiful  there were several areas on the dress where the threads were unraveling. for reference  i am 24 waist,Dresses
-1,Love the shape and flow of this dress. but i was sent a dirty stained dress so this is going back.  would not recommend,Dresses
-1,As another reviewer pointed out  although the tag inside the dress says that you can machine wash in cold water  the color around the popsicles will bleed! this is extremely disappointing. i'm hoping it can either be fixed with dye remover  or that retailer will take this item back. would only dry clean this item.,Dresses
-1,The dress has a partially sewn-in slip  which really didn't work for me. no matter how much adjusting i did i couldn't get the slip and dress to sit properly.    i ordered a medium  and if it hadn't been for the slip  the fit would have been good. the length was as pictured. for reference i am 5'5 145lbs  38-30-40  34ddd.,Dresses
-1,This dress hangs horribly. unlike the photo  the waist does not cinch. too bad. the colors are great and the quality of the material is nice. because i bought it on sale  i may try to tailor it to work  but unless you are willing to do that  its a no go. :-(,Dresses
-1,This is an absolutely beautiful dress  but arrived with several holes in it!,Dresses
-1,This dress is huge. i am normally a l-xl regular in retailer brands. i love a loose  flowy dress. after trying one on in the store (just a random returned petite xl) i ordered the petite medium. and it was still huge and not flattering. so sad. i wanted to love this- loved the material and colors  but way off.,Dresses
-1,I ordered this dress in a size 8  my normal size at retailer. it is a lovely dress and so feminine  but it is incorrectly sized. i couldn't begin to button it. i reordered it in size 12 if that tells you anything. buyer beware. unless you are itsy bitsy  you need to size up. i will say that as pretty as the photos are  the dress is even more lovely in person.,Dresses
-1,I wanted to love this dress. it really has no style. i was expecting the smocking to be fitted but it just hung. i considered going down a size but i think the lining would have been too tight. had to return it.,Dresses
0,This dress was beautiful in person and the blue is almost electric in color. i wanted to wear this to a party for a club i belong to  however the bust on the dress is to big. i'm 5 ft tall and 115 lbs with 32b bra size. i got the 2p as i was worried about it being to tight. it fit perfect except for the bust. the way the top is cut and the black sheer fabric allows part of the bra to show in the cleavage area. not worth they one to have it altered. will return. sad because it's a fun dress to tw,Dresses
0,Dress runs small esp where the zipper area runs. i ordered the sp which typically fits me and it was very tight! the material on the top looks and feels very cheap that even just pulling on it will cause it to rip the fabric. pretty disappointed as it was going to be my christmas dress this year! needless to say it will be going back.,Dresses
0,This dress is stunning  no doubt - a shimmering forest green under a black teardrop motif  thick material  nicely cut  with pocket panels that are forgiving to a belly. however  the fact that this dress has zero stretch (which is fine  if that's what you're looking for)  coupled with what is quite possibly the cheapest zipper ever manufactured  make this dress exhausting to put on. i'm normally a 14/16 at retailer  and i ordered the 16 just to be safe  and the waist is exactly the size of my waist,Dresses
0,Nice material  hits high waisted  mine was a return that was not repacked and was just balled in the bag and was so wrinkled that even if it looked good  you couldn't tell. very disappointed to have it arrive in that condition-so not typical of retailer.,Dresses
0,The colors look better in person and the sweater knit is thinner than i expected (which is actually a plus in my opinion) so i was very happy when i opened the package  unfortunately the fit was off for me. the lower part and the back are perfect  the dress hangs nicely  no puffing  no stiffness. however  the upper part at the front was tight and something about the armholes made my arms and upper body look beefy (i promise i usually don't have this problem). i am 32a and routinely order xs. the,Dresses
0,Nice fabric  very versatile but the knit top and style accentuates your bust. probably not an issue for most but if your a d or up it's more attention than you may want.,Dresses
0,I wish his dress would have worked. it is beautiful!! however  the waist and bust runs very small. the bottom of the dress does flare out a bit but the waist is so tight that unless you are a stick  everything at your waist and hips will stick out.,Dresses
0,This is  like many reviewers stated  a very flattering and nice dress. the sleeves were particularly great  because they are slightly longer than most of this type and went past the meaty (for lack of a better word!) part of my arm  only exposing the slimmer bits. it looked great on me  and i imagine it would on most people. i just did not like the handkerchief hem....too young  too trendy? i don't know  when you're in your 40s  you start to feel ridiculous in certain styles! i just didn't feel,Dresses
0,"I was hoping to wear this dress on my wedding day before the ceremony. i'm 5'5""  130 pounds  usually wear a 6. i ordered this dress in medium and it hangs off of me. it is not straight as it looks on the model  but bells out from the waist. the sleeves are so long that they covered my fingers.",Dresses
1,I loved the dress way more in person than online. the fabric is very soft and it is quite beautiful. i wear a large in most retailer tops and a size 8/10 in dresses and the large fit perfect.,Dresses
1,Should've ordered a larger size. it runs a bit tight around the top and the zipper isn't that helpful.,Dresses
1,"I love this sweater dress and get compliments every time i wear it.. i bought the navy in size xs. the pattern and colors are just fun and youthful  although you don't have to be young to look good in this dress. the dress is fitted  but the skirt flares  making it flattering if you have hips like me. the material is not too heavy so you can wear this 3 seasons fall  winter  spring. as other reviews have mentioned the dress is short. i am 5'9"" so it does hit well above my knees. this isn't an is",Dresses
1,Love! highly recommend...usually i wait for sale price but this was worth the extra splurge. so flattering!,Dresses
1,Wearing this to a weeding in july. its so feminine and pretty. runs a little big on top at the arm holes  but having it tailored - love!!!!,Dresses
1,Wow! i saw this dress in the store and had to try it on. it is simply stunning! the bright colors and design are a true tracy reese dress and i looked like a fairy queen in it! lol. i can't wait to wear it!,Dresses
1,Love this dress!  it has a nice stretchy weight to it and is texturally interesting. it's the first retailer piece that i ever bought my teenage daughter and she looks so sophisticated in it  like a young lady. it's both classy and youthful!  for reference  she's 5'5 100# and is wearing a 00.,Dresses
1,Believe the reviews - this dress is very flattering  great quality  and an excellent print (i got the polka dot). i was concerned about the wrap front since i am busty - 32dd - but this looks great  is appropriate for work. love!,Dresses
1,This dress is really lovely. if fits and flows in a very flattering way although it is a bit long (i'm really tall so that's a very nice feature for me :p) it actually feels more linen-y than i expected to which was surprising  (i probably didn't read the product description close enough) but it was a pleasant surprise. can't wait to wear this to brunch/beach parties this summer! fair warning  it's also a little see-through - might want to wear nude underwear ;),Dresses
-1,"The photos online make it look like a comfortable  relaxed  lightweight early fall/spring cardigan. when it arrived it looked very wrinkly and there is no ""shimmer"" as far as i can tell. i tried using my steamer to get some of the wrinkles out  but it didn't work. it looks too rumpled and i don't want to wear something that looks like i just rolled out of bed.",Fine gauge
-1,I ordered this in size xl in ivory. it was a drab  poorly-made  too-small sweater. the knit material wasn't good quality and the overall fit didn't work. i liked the light red color and maybe if that had been in stock  then i would have overlooked the problems. but  there are better ivory retailer cardigans available. this was returned.,Fine gauge
-1,I was sooo excited to buy this top and it was such a bummer. this top hangs so poorly and is so droopy under the arms. it's clearly poorly made and the sizing was way off on me. i ordered my usual medium and it was so large and wide that i had to return it. it weirdly fit perfectly in the shoulders and arm length as mediums do for me but was so wide and unflattering for my figure (5'8 and athletic). i really wanted to like this top and considered ordering a small to see if it would fit better bu,Fine gauge
-1,The photo misrepresents how large this sweater is. it is giant! petite ladies stay away from this sweater. i ordered an xs and usually can manage to fit in a regular xs  but this just floored me. the neckline wouldn't even stay up on my upper body  it was that loose. also the width of the sweater does not at all hug the body as shows on the model. it is like a tent. i'm so bummed. the color blue is nice and the sweater is really soft. it's too bad it doesn't fit smaller women.,Fine gauge
-1,I was worried about this item when i ordered it because of how it looks in the picture  but i had wishful thinking. i should have gone with my gut! this shirt does not have the same quality as all my other retailer purchases. it is see-through and flimsy. the bottom is just like the picture  it hangs in an odd rumpled way. the top is very flattering though  so it's a shame! if the bottom fit nicer like their other products i could have gotten away with wearing a cami under it to make up for the qu,Fine gauge
-1,Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey  like the picture. it's a black and white checkered pattern. so  it doesn't look at all grey irl.    i'm still recommending because  if you get the right size  and like the colors  it will be a nice  light and comfy swea,Fine gauge
-1,I'm returning this cardigan. it doesn't fit me at all. it's shapeless and loose.,Fine gauge
-1,I got this top to wear with shorts as the color goes with a lot of different prints. the quality is excellent. this top runs very large  as in three (3) sizes too large. for the record i am a 34.25.35 and ordered my regular size the xs and this top makes me like i'm pregnant with twins. also  the layering looks nothing like it does on the model  it looks sloppy  unkept and a general. i think this would still be great for ladies who are bigger in the chest and waist  otherwise it just doesn't wor,Fine gauge
-1,"I think this will work well on very busty hourglass figures or very petite frames; but on my athletic build this shirt did me no favors. i have one of those body types where my biceps are very muscular  and my shoulders are broader than my hips (w/a 34b chest). i typically take a m or a l in most retailer tops  and  had i kept this  i would have gone with the m. ---------- this shirt hit my arm at the low point of my bicep (~1"" above my elbow) and made my arms look huge. fyi  the v neck is very de",Fine gauge
0,I have a collection of this artist's paintings throughout my home. she is a favorite. i was so excited to see the first clothing item offered at retailer. i ordered it at full-price. it looks the same in person as in the photos. the fit was true to size--it fits me as shown on the models. the knit was comfortable. the problem was the printed fabric. it was so flimsy and kept attracting static. no matter what i tried  i couldn't get the static problem solved. it was unwearable because of how messy,Fine gauge
0,I am returning. i really liked the appearance in the photo and i love aqua  but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo  but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it)  but that's based on what looks better against my skin tone. i found it to run true to size  but i thought it was unflattering (made me look wide).,Fine gauge
0,I bought three of these this summer--a mint  ivory  and yellow. when i received them  they looked nice enough in person. i liked the heart motif and the peplum. the problem is the knit was on the cheap side and stretched out. the arms were tighter than i liked but loosened up through the day. but  then the look became more matronly. i wish they had been 3/4 length or a vest. the cheap  outstretched look just didn't work. i ended up donating all of mine after a few wears. they also pilled conside,Fine gauge
0,"I tried this sweater on in the store. i wanted to love it so badly as it is soft and feminine  and would be a great causal layering piece. however  there are pockets in the sweater that are right on seam  and they actually bubble out from the natural drape of the sweater. not to mention  unless you're built very narrow  the pockets will fall at  and accentuate hips  and not in a flattering way. the nice details are the feel of the knit  the layered style  with a cottony lined hood and ""faux"" lay",Fine gauge
0,Dang  i got a small and was still swimming in it. it's made of the fabric that increasingly seems to be the fabric of choice for all things t-shirty- soft and thin-ish  a bit translucent. i'd rather wait for something more formfitting and flattering- back it went.,Fine gauge
0,The quality of the fabric is soft and thick and well made. loved everything about it but if you are ample in the chest  it is snug and does not hang and drape as well like on the model  so you may want to size up. i am sending it back as the fit is not flattering on me for the price. someone with a boyish no-curve figure would look dynamite in it!,Fine gauge
0,I ordered the pink  and it was gorgeous. the color and feel were so soft  i would have kept it if it were a blanket. but i did send it back because as a sweater  it just didn't lay right. it has a sort of inside layer that just didn't fit right with the outside sweater layer  so it ended up puffing up on the sides at the waist. that was not flattering. and the hood was too large and floppy looking. too bad.,Fine gauge
0,This thing sheds so much it's almost unuseable but i used an entire roll of sticky roller and got it to the point where i could wear it with only a glob of fuzz on my underwear not other people's couches. it's cute and fits well other than that. buy a sticky roller!,Fine gauge
0,I was very excited when i saw this in a perk email and immediately went to order it. unfortunately  the stock image of this pullover is misleading. it's boxy (image makes it seem like it's form-fitting) and the weave/mesh is much thicker and open in person. as shown  you do need a cami underneath. i ordered this in a small and medium since it's an online exclusive and there were no other products by on the road to see reviews of to know how their tops fit. i wanted to love this. i didn't think i,Fine gauge
1,This is such a nice little sweater to add to a dress or tank. fits true to size and i love the tie and hook and eye closure. quality.,Fine gauge
1,It was love at first sight. the only problem was that it didn't come in my size. i took a chance and order a size smaller and it worked out great. its a great item that can be worn in the spring and fall. exactly what i was looking for.,Fine gauge
1,Love this cardigan! it is a really a sweet and sexy top. so flattering to curves and yet conceals too. the material is wonderfully soft and stretchy.,Fine gauge
1,I bought this in aqua. the color is beautiful. the quality of the cashmere is great. i have worn this 3 times since purchasing! this can be dressed up or down. the cowl neck is not overwhelming and looks great with a shorter chunky necklace or even a scarf. flattering hem line. very versatile.,Fine gauge
1,Yes  it is big. but it is also amazing. so soft  the colors are great  and the hood  well  the hood makes it. great colors for fall. it's a poncho. it's not supposed to be fitted. i'll be wearing this all fall through winter. love it.,Fine gauge
1,I tried this in the store and i like it - nice and soft  good basic design that will pair with many pieces. but i decided to wait because of the price. i'm sure i would get a lot of use out of this top  but ultimately it didn't thrill me enough to make it my top priority purchase. i bought a sweater that was on sale instead. still  a very nice top. i may buy it eventually  especially if it goes on sale.,Fine gauge
1,"I feel fabulous in this plum and charcoal vest. i am 5/9"" and the m'l is the perfect length and size. i was initially attracted by the external seams (and color) and was delighted with the silhouette and soft structure of the wool blend fabric. it is versatile and yet a kind of signature piece that i will wear with joy. .",Fine gauge
1,Received a lot of compliments when i wore this sweater. quality is wonderful. only thing i noticed is that it's a little shorter in length then what i was expecting.,Fine gauge
1,I love this - great coverage  goes with everything  flattering pockets  soft and soothing taupey gray palette - a+. retailer does it again.,Fine gauge
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
1,This bra is obviously very pretty and feminine  but i was surprised that it's also really comfortable! it provides a pretty good amount of support  especially for an unlined bra  and feels pretty sturdy despite there not being much there. my 34b fit true to size.,Intimates
1,A great long line bra! beautiful and well made however it's tough to get the fit perfectly right. i usually wear a 32 b or 34 a and am 115lbs. the small was the best fit as the 32 (xs) was a very small 32. i could almost say it more of a 30 if that's even a size. it also rubs my skin few places so definitely not meant to be worn for more than a few hours. otherwise i recommend it!,Intimates
1,This little pantie is fun and playful. its a deep maroon color with small shimmering lace details. the back is sheer but the front is more filled in and opaque. the ribbons on the sides can actually be untied which is a big plus for me. i'm a small lass  but i have a big bum so i got a medium and it fits perfectly.,Intimates
1,I love this bralette. i have it in other colors as well and it is always the one i go to when i want comfort.,Intimates
1,I have been having the worst trouble lately finding cute  comfortable cotton undies...until i found these. these fit like a charm  are incredibly soft  and don't ride up at all. (sizing in spot on.) plus they have the adorable lace trim that makes one feel nice and girly. last summer there was a nyt article saying that comforable underwear was coming back in style -- yay!!,Intimates
1,"Beautiful pajama bottoms. i purchased these as a special treat for myself. luckily  i found a review on another site  stating that these run small  before pirchasing. no one wants tight pjs. order a size up! also  i'm 5'8"" tall and the length is just right. if you are taller  you may find this style too short. i haven't ordered the top  because i'm not sure of the fit  but i'm guessing it also runs small  based on the photo.",Intimates
1,I love this robe and can't wait to wear it while i'm getting ready for my upcoming wedding. the only con that i can see is that the sleeves are a bit baggy  but other than that it's perfect!,Intimates
1,I ordered this bra in my normal size 32d  and it fits me perfectly. this bra is beautiful. the material seems to be very high quality  and the comfort of this bra is amazing. it's definitely a keeper.,Intimates
1,This is an awesome bra! it has a reinforced cup underneath (although not an underwire)  which i like. i was a little worried that it'd be huge  as i'm on the smaller side of the natori 36b in other bras  but it fits well and seems like it would accommodate b or c cup ladies. the lace is pretty and it is well made. i want more colors!,Intimates
-1,This is a beautiful vest. i love the color-blocking  the modern and structured style  and its versatility.  i bought it with a defective item discount because there were some stains. i promptly took it to the dry cleaners and was informed that the black would bleed onto the white paneling if they did a full wash. they spot-cleaned it  and it did bleed. although the tag says to dry clean this baby  the black dye will bleed to the white fabric. i'll be taking it back into the store today for a ref,Jackets
-1,This is a cute item at a good price point  though the lack of lining in cartonnier items drives me batty. unfortunately  the wool is so itchy i could not tolerate it more than a second.,Jackets
-1,I built a new wardrobe around the three lovely velvet blazers: moss  copper and burgundy. they are soft  well-fitting  pretty linings and very satisfactory. this new version is stiff material  and ill-fitting. not coming in petite is a problem and it may fit others better  but it is too full across the front. with the stiff materials  this is a bad fit. disappointing and going back.,Jackets
-1,"When i saw this jacket in store  i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",Jackets
-1,This is the tiniest blazer i've ever purchased in a size 10. i usually wear an 8  but sized up based on other reviews and it was still too small. it's very attractive but please size true to size,Jackets
-1,I wanted to love this kimono...it is such a beautiful color and would work well with so many things in my wardrobe  but alas it went back due to the strange feel of the fabric...not a soft touch and because it runs small. i bought the m/l and usually wear a 12/14 but i couldn't bring the kimono together in the front (for a belting option).,Jackets
-1,I usually like coats and wraps with high-waisted belts  but this way too high  and the fit was really unflattering. i can see it being chic on a tall  slender person  but it's definitely not right for my short  curvy body. returning it today.,Jackets
-1,The color is completely off! i loved the way this vest looks in the picture! i was excited to have that vest but unfortunately what i received in the mail was a huge disappointment. it came wrinkled and the brown is not as rich as it is in the picture. very pale. horrible.,Jackets
-1,Loved the design but jacket looked like 20 years old because of a lot of piling even brand new jacket at store. i wish they use better quality fabric so i would have purchased it.,Jackets
0,This was a fail for me. although i ordered size large it barely fit my midsection when tied and was too small in the waist. the fabric is nice though. best on thinner frames than mine.,Jackets
0,I had such high hopes for this jacket based on the photo  i even waited for it to come back in stock. the detail is beautiful but it is shapeless and boxy. for reference i ordered xs  and i am usually a 0/2 on top (small chested). it might look better on someone with a larger chest but looked like a sack on me. so disappointing.,Jackets
0,The color and design/style are cute but i found this to be too oversized. if you want to layer it  then it might be for you  but i was hoping for more of a tailored look.,Jackets
0,Was looking more for a tailored  blazer like chino jacket. this was just too bulky. usually wear a 00p  ordered the 00  and could have put a chunky sweater underneath. 5'4''  110 lbs  32c for reference.,Jackets
0,I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering,Jackets
0,At first i was interested. i liked the color  the soft tencel fabric  the cut in the back. it was all good. they didn't have my size in the store so i had to order it. when it arrived in the mail it was folded up and wrinkled. i tried it on and it looked like a lifeless unstructured blazer. i sent it back.   all in all  it is cute and fun for warm weather. it is definitely a casual blazer. i'd probably wait for a sale on this one.  it does run tts.,Jackets
0,This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,Jackets
0,The fabric is beautiful  even the lining is lovely. i ordered the green color in a large  as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure  even though it's a lapel  and the side vents just pop out - the jacket added about 10lbs  and just looked frumpy. it looks much more tailored on the model. too bad  as i have been looking for a velvet blazer in the color for a long time.,Jackets
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
1,This is a real cute vest that is also soft and comfy to wear. love it!,Jackets
1,Unfortunately had to return this. i loved it but just doesn't work for my petite size.,Jackets
